Approved symbol	Ensembl ID(supplied by Ensembl)
EBS3~withdrawn	
BLIMP1~withdrawn	
FAM90A17P	
ZNF75CP	
MTND3P14	
NPHP2~withdrawn	
LINC00302	
TRN-GTT10-1	
YWHAA~withdrawn	
C10orf138~withdrawn	
IGHV~withdrawn	
ANX2L1~withdrawn	
DGCR	
C14orf77~withdrawn	
DFNB94~withdrawn	
NEFLL2~withdrawn	
RPL13P11	
UPF3BP2~withdrawn	
C10orf1~withdrawn	
FRA6C	
OR5B14P~withdrawn	
HMAB~withdrawn	
RN7SL755P~withdrawn	
OTSC8	
RPL6P18	
RPS15P4~withdrawn	
PDB6	
EVR3	
CCAL2~withdrawn	
LUC7L3P1	
HMGB1P43	
STIM2-AS1	
C16orf28~withdrawn	
IDDM2~withdrawn	
CCT6P5	
RPL6P20	
TRQ-CTG1-1	
SNORD3P3	
DYT3~withdrawn	
SCAX1~withdrawn	
LINC02637	
TUPLE1~withdrawn	
AMPHL~withdrawn	
CSNB1~withdrawn	
PSORS1~withdrawn	
XAGE1E~withdrawn	
S7	
FAEES3~withdrawn	
CORS2~withdrawn	
NFIXL5~withdrawn	
IGKV~withdrawn	
PRSS18~withdrawn	
C8orf15~withdrawn	
FRA7J	
HIGM1~withdrawn	
PIT1~withdrawn	
KRT14L2~withdrawn	
RN7SL158P~withdrawn	
DFNB96	
ATP6V1E1P2	
HCP5P3~withdrawn	
DYX6	
SML1~withdrawn	
NTRKR1~withdrawn	
RPL6P17	
EI24P5	
SCA6~withdrawn	
TRV-AAC1-1	
CLS~withdrawn	
RPL26P33	
RPL36AP23	
VN1R29P	
ED2~withdrawn	
ACTA3~withdrawn	
OR1D7P~withdrawn	
ZNF742~withdrawn	
DRA~withdrawn	
WHCR	
GLUT5~withdrawn	
HCHOLA3~withdrawn	
SSAV1L~withdrawn	
RNU6-1173P~withdrawn	
C9orf149~withdrawn	
FRA17A	
OR52A3P~withdrawn	
C21orf53~withdrawn	
BMIQ2	
ATDC~withdrawn	
TGIF2P2~withdrawn	
FUSE	
IFI56P~withdrawn	
MTATP6P28	
IFI17~withdrawn	
HLA-DRB4	
KFSD~withdrawn	
RSL24D1P10	
TRT-AGT2-2	
HCG4P5	
TRU-TCA3-1	
RPL37P5	
LINC02662	
RPS6P24	
EIF2S2P6	
RNA18SN1	
BOR~withdrawn	
IGK	
CGM6~withdrawn	
ENDOGL2~withdrawn	
CHR39B~withdrawn	
AHC~withdrawn	
RPL36P10	
FEOM2~withdrawn	
TNR1~withdrawn	
SNORD167	
LRRN5~withdrawn	
LINC00481~withdrawn	
OR10G10P~withdrawn	
NHCP2~withdrawn	
TRI-GAT1-1	
RNU1-69P~withdrawn	
VDI	
TRA-AGC19-1	
MIC18~withdrawn	
AIS3	
FAM203B~withdrawn	
MTND4P40	
RNY4P31	
RPL28P3	
TRS-GCT2-1	
KCNA9~withdrawn	
ARPC3P3	
TERF2IPP1	
GOLGA6L18~withdrawn	
LINC02633	
RPL18P2	
HRPT1~withdrawn	
RNA28SN2	
TRBF2~withdrawn	
FKHRL1~withdrawn	
SCA13~withdrawn	
C3orf7~withdrawn	
EBR3	
ERVW-26	
SNAR-G1	
RFP2OS~withdrawn	
P1~withdrawn	
C17orf13~withdrawn	
CD39L1~withdrawn	
ZNF164~withdrawn	
SMCR4~withdrawn	
RPL39P21	
ZNF125~withdrawn	
PLP~withdrawn	
TRG-GCC1-3	
RNU6-305P~withdrawn	
ST3	
INP10~withdrawn	
SDYS~withdrawn	
DFNB51	
RPL21P118	
FEB2	
C6orf147~withdrawn	
SGLT1~withdrawn	
TRQ-CTG3-1	
MRPS10P5	
TRR-TCG5-1	
RPL8P4	
RPS18P14	
RNA45S2	
NA~withdrawn	
BCNG2~withdrawn	
KRT19P5~withdrawn	
SNORD171~withdrawn	
SCZD2	
ANX2L4~withdrawn	
LINC00696	
OR1F6~withdrawn	
FICP~withdrawn	
C1orf197~withdrawn	
RNU7-98P~withdrawn	
ALDL1~withdrawn	
AXA1~withdrawn	
SIAT5~withdrawn	
IGHV3-38-3	
EJM1~withdrawn	
RN7SKP274~withdrawn	
MRX7	
TUTR1~withdrawn	
MDU1~withdrawn	
RPL21P49	
API2~withdrawn	
MMVP1	
HSCR~withdrawn	
SNORD128	
RPL37P11	
HMGN2P29	
SNT2B1~withdrawn	
MCPH3~withdrawn	
THEM4P1	
RPL26P2	
SGM1~withdrawn	
G10P2~withdrawn	
NMTRQ-TTG14-1	
RFPL4AP2	
SFT~withdrawn	
LINC02625	
GPR16~withdrawn	
ITIHL1~withdrawn	
AGAP10~withdrawn	
RNVU1-9~withdrawn	
OR11A2~withdrawn	
DYX9	
NCRNA00185~withdrawn	
OR7E124P~withdrawn	
M1S1~withdrawn	
DIC~withdrawn	
IGHJ@~withdrawn	
MIR3118-5~withdrawn	
GRP78~withdrawn	
ABCC7~withdrawn	
GLC1A~withdrawn	
IGHV3@~withdrawn	
CADASIL~withdrawn	
IGKV1OR2-0	
RNS4I~withdrawn	
TRK-CTT10-1	
FAM231BP~withdrawn	
DFN8	
HSN2~withdrawn	
RBTNL1~withdrawn	
STT3A-AS1	
LETM1P1	
RPL21P79	
TOP1P1	
PFM3	
RPL39P8	
VN1R41P	
MARK2P1	
RPS24P2	
HCG23	
TRY-GTA5-1	
DYT14~withdrawn	
TRT-CGT2-1	
PUT1~withdrawn	
RPS10P31	
RNU7-64P	
RPS16P10	
RPL27P7	
JTK5A~withdrawn	
UBE2G~withdrawn	
C6orf102~withdrawn	
UBE2Q2P3~withdrawn	
NHCP1	
PDB3~withdrawn	
ITGAW~withdrawn	
CD39L2~withdrawn	
STX2C~withdrawn	
ZNF53B~withdrawn	
MIR5096~withdrawn	
ERVH-8	
MTXP~withdrawn	
PYHG3~withdrawn	
ERVK3-4	
IMD4~withdrawn	
RN7SL235P~withdrawn	
HTC1	
TRS-CGA1-1	
PRAMEF22	
RPL6P28	
PAST3~withdrawn	
OR1L5~withdrawn	
SNORA87	
VN1R61P	
GDIA2~withdrawn	
MTND6P30	
SNORD114-8	
UND~withdrawn	
NDUFA3P5	
TRN-GTT11-1	
RPS11P2	
TRC-GCA25-1	
MAGE9~withdrawn	
JTK5B~withdrawn	
PIRC96	
MDRS1~withdrawn	
ZNF150~withdrawn	
TNRC21~withdrawn	
LINC01336~withdrawn	
OR2B1~withdrawn	
ZNF82~withdrawn	
RPLP1L3~withdrawn	
IGKV1OR22-5A~withdrawn	
OR2C5P~withdrawn	
CZP2~withdrawn	
PARP4-AS1~withdrawn	
MAP1L~withdrawn	
OR2F4~withdrawn	
OR9P2P~withdrawn	
IGLV@~withdrawn	
ERVK-17	
OR7D3P~withdrawn	
RN7SL373P~withdrawn	
WS2B	
HMGN2P45	
MTND6P36	
BAGE5	
HAVCR1P1	
ARL2BPP9	
MYCLP3	
TRK-CTT3-1	
RPL32P15	
RPL31P31	
NUDT15P1	
TRN-GTT23-1	
RPL32P12	
RPL17P18	
GGTLA3~withdrawn	
PIRC62	
GLXR~withdrawn	
TAPA1~withdrawn	
PERQ2~withdrawn	
GOLGA6L15P~withdrawn	
MIR9900	
SCA28~withdrawn	
GKP5~withdrawn	
PCDHGCT	
C12orf63~withdrawn	
DNAH13~withdrawn	
LINC00849~withdrawn	
AVPR3~withdrawn	
SCA3~withdrawn	
SYCP1L3~withdrawn	
TRBV6-3	
C21orf120~withdrawn	
TRP-CGG1-1	
RN7SL534P~withdrawn	
DFNB90	
DWS	
TRA-AGC7-1	
RPL18P7	
MNBH~withdrawn	
RPS10P13	
RPL34P14	
TRC-GCA1-1	
NBEAP2	
RPL32P4	
CCDC137P	
MCDR5	
PMS2P12	
TRF-GAA9-1	
RIC3-DT	
RPL13AP21	
ACY1L~withdrawn	
PIRC33	
GGTL5~withdrawn	
FOXG1C~withdrawn	
HSPDP4~withdrawn	
MIR10396A	
IFI75~withdrawn	
DSC4~withdrawn	
CDYP~withdrawn	
RNU3B1~withdrawn	
ERVW-10	
FND~withdrawn	
OR2A11P~withdrawn	
RN7SL611P~withdrawn	
SEN3	
CA5B-AS1~withdrawn	
VGR~withdrawn	
RPL30P8	
MNS~withdrawn	
SIAT8~withdrawn	
IMPDH1P9	
RPL27P5	
PIRC112	
RPS20P35	
PSMB3P1	
BAGE4	
RPS6P10	
GAPDHP30	
TRN-GTT16-4	
ATP6V1E1P3	
RPL36AP7	
PYDC5	
DNM1P36	
OR7A6P~withdrawn	
SNORD39~withdrawn	
PIRC81	
C21orf102~withdrawn	
HSPG1~withdrawn	
MIR12121	
DFNB84~withdrawn	
PPH2	
CDRT11	
OR2B5~withdrawn	
UQCRFSL2~withdrawn	
FACC~withdrawn	
OR4H4P~withdrawn	
NBEA-AS1~withdrawn	
ERVK9-10	
IDDM10~withdrawn	
ATC~withdrawn	
A12M3~withdrawn	
RN7SL758P~withdrawn	
XRCC8	
RNU7-146P~withdrawn	
TACE~withdrawn	
RPL31P19	
TUBB6P1	
OR20A1P~withdrawn	
RPS27P28	
CDCL1~withdrawn	
SCA34~withdrawn	
MRPL42P5	
RPL26P36	
RPS29P18	
NBIA1~withdrawn	
TRW-CCA5-1	
TALDO1P1	
ATXN7	
RPL32P21	
RPL6P19	
CTS1~withdrawn	
PIRC101	
PMS2L9~withdrawn	
OR8U9	
LINC01112~withdrawn	
TRI-AAT1-1	
TAS2R37	
CSAG3B~withdrawn	
UFS~withdrawn	
RACH~withdrawn	
ANX8~withdrawn	
CFHR1P~withdrawn	
AKAP11-IT1~withdrawn	
DNM1DN10@~withdrawn	
NMTRQ-TTG15-1	
IGHDOR15@~withdrawn	
RN7SL21P~withdrawn	
RP22	
LINC01283	
RN7SL852P~withdrawn	
DFNA35	
GLC1L	
CSBP2~withdrawn	
RNA5-8S5	
M6P2~withdrawn	
CRYB3~withdrawn	
DAZLA~withdrawn	
RPL13AP24	
ZPAXP	
TRG-GCC5-1	
RPL28P4	
RPL31P51	
C14orf67~withdrawn	
SPG37	
PIRC69	
RPL37AP4	
VTNR~withdrawn	
CNRS6~withdrawn	
ANX2P3~withdrawn	
SNAR-A7	
HOX2C~withdrawn	
C20orf159~withdrawn	
FAM38B2~withdrawn	
MTRNR3	
ERCM2~withdrawn	
CMD1D~withdrawn	
OR2I6~withdrawn	
GK7P~withdrawn	
LINC00610~withdrawn	
FRA1J	
PRKM8IPP~withdrawn	
FSGS1~withdrawn	
CFNS~withdrawn	
TRX-CAT1-5	
SCAF#~withdrawn	
RN7SL696P~withdrawn	
MYP2	
AAC1~withdrawn	
RN7SL506P~withdrawn	
CMD1K	
RNR3	
RAD51L1~withdrawn	
TTTY27P	
TCP1P2	
CSPG4P8	
KLF17P2	
RPL26P13	
TAF3B~withdrawn	
CRYA2~withdrawn	
COPS5P2	
RPL26P4	
TRR-ACG1-3	
SCA15~withdrawn	
C6orf171~withdrawn	
IGKJRBP2~withdrawn	
KIR3DS1	
RPL39P17	
KERSMCR~withdrawn	
PIRC49	
SH3D1B~withdrawn	
OR4H2P~withdrawn	
ANX31~withdrawn	
SNAR-I	
EIF2AP2	
ALS2CR14~withdrawn	
C21orf112~withdrawn	
AT3~withdrawn	
LIPB	
PDEA~withdrawn	
SCCD~withdrawn	
C8orf6~withdrawn	
TCRGV5~withdrawn	
VN1R50P~withdrawn	
FAM202A~withdrawn	
KIR2DL5A	
FRA3D	
OR4F9P~withdrawn	
MSK15~withdrawn	
RN7SL226P~withdrawn	
CF~withdrawn	
LGMD1H	
FLICR	
LAMNB1~withdrawn	
ACTBP5~withdrawn	
PDB4	
MICA-AS1	
NEDD10~withdrawn	
UNGP2	
FKHL7~withdrawn	
LBC~withdrawn	
CYCSP7	
RPL29P1	
C8orf7~withdrawn	
SYM1~withdrawn	
RHBDL4~withdrawn	
CDY16P	
TRC-GCA15-1	
TRV-CAC1-2	
RPL13P14	
CSD2~withdrawn	
LINC01430	
CHR39C~withdrawn	
SCAR3	
TRQ-CTG14-1	
YWHAD~withdrawn	
C10orf102~withdrawn	
EBVS1	
C6orf187~withdrawn	
DFNB98~withdrawn	
ZNF105~withdrawn	
UPF3BP3~withdrawn	
ERVFC1~withdrawn	
PRGS~withdrawn	
FRA6D	
RPS10P22	
LINC02688	
ZNF245~withdrawn	
RN7SL844P~withdrawn	
IBP2~withdrawn	
MYP4	
C5-OT1	
TRGP1~withdrawn	
SCA18	
TRG-TCC1-1	
OR1F3P~withdrawn	
CCA2~withdrawn	
RPS18P4	
CLTCL2~withdrawn	
FKHL13~withdrawn	
RPL37P14	
HSPD1P19	
C7orf13~withdrawn	
KRN1L~withdrawn	
TRF-GAA4-1	
SNORD3P4	
PCMTD1P6	
RPS15AP20	
CDC27P11	
RPL10AP10	
LINC02674	
TRL-CAA6-1	
CSPB~withdrawn	
ZNF176~withdrawn	
C21orf101~withdrawn	
C16orf39~withdrawn	
C21orf69~withdrawn	
AUNA1~withdrawn	
KRT14L1~withdrawn	
RBM22P9~withdrawn	
IKBKAP-IT1~withdrawn	
FRA8A	
EBS4~withdrawn	
GPR13~withdrawn	
TRC-GCA18-1	
OR7E81P~withdrawn	
RN7SL194P~withdrawn	
TRAJ15	
RP63	
PNMTP1~withdrawn	
DYX7	
TRE-TTC2-2	
RPS2P18	
G17P1~withdrawn	
TRN-GTT1-1	
ALOXE3P1	
DGI1~withdrawn	
C16orf16~withdrawn	
ZNF55~withdrawn	
RPL21P97	
TRQ-CTG1-4	
CAPZA1P	
RNU7-42P	
CAGB~withdrawn	
UGT1A	
MFS1~withdrawn	
LINC00614	
TP53CP~withdrawn	
DFNB68~withdrawn	
AAVS1	
GLUT6~withdrawn	
ODDD~withdrawn	
RPLP1L4~withdrawn	
TRP-AGG2-5	
RNU6-1030P~withdrawn	
C6orf215~withdrawn	
FRA17B	
C16orf6~withdrawn	
OR4G8P~withdrawn	
C11orf26~withdrawn	
DFNA49	
TRA-AGC5-1	
SATB1P1~withdrawn	
GLYB	
CRD~withdrawn	
ASAP1-IT1	
SLC9B1P5	
LINC00693	
OR7E17P~withdrawn	
MKS2~withdrawn	
TRH-GTG1-2	
HCG4P7	
TRH-GTG1-5	
RPL37AP3	
LINC02680	
AWAL~withdrawn	
TAS2R48~withdrawn	
OR2A27~withdrawn	
PR@	
SCA16~withdrawn	
BBS3~withdrawn	
SDU~withdrawn	
C21orf46~withdrawn	
EMILIN5~withdrawn	
MIRN321~withdrawn	
CNCG3~withdrawn	
TRH-GTG1-1	
PNI1~withdrawn	
RNU6-96P~withdrawn	
AGMX2	
RPS6P18	
MRX80	
TAS2R68P	
ATP5MC2P2	
RPS10P10	
TRT-CGT3-1	
MTCYBP25	
TRY-GTA2-1	
CAP1P1	
C10orf126	
LINC02661	
MTND2P10	
MTND4LP23	
SCARNA27	
APECED~withdrawn	
ON~withdrawn	
C22orf35~withdrawn	
MSBP1	
SNAR-F	
KIAA0507~withdrawn	
DFNB73~withdrawn	
C17orf12~withdrawn	
PSORS7	
STP1~withdrawn	
PPARAL~withdrawn	
MIR1978~withdrawn	
FRA3B	
HADHSC~withdrawn	
C6orf36~withdrawn	
INT1~withdrawn	
RNA28SN3	
RNU6-736P~withdrawn	
SPG5B	
XGR	
LINC02669	
RPL17P21	
HOXA@	
DFNA54	
GSTT1-AS1	
RPL8P3	
FTLP11	
PI10~withdrawn	
SPG36	
TCF11~withdrawn	
NASPP1	
FEB1	
ASAH2C~withdrawn	
FGFR3P4	
TRI-AAT5-5	
TRG-TCC2-5	
RPL29P17	
TP53BP2P1	
RWDD1P1	
PFM2~withdrawn	
CBX3P2	
RPL35AP37	
ZNF884P	
MER6~withdrawn	
TCEAL8P1	
RN7SL27P~withdrawn	
CDPX1~withdrawn	
OR1N3~withdrawn	
OR1G2~withdrawn	
MSK28~withdrawn	
PRAMEF16~withdrawn	
MIR1274A~withdrawn	
ALD~withdrawn	
OR52Y2P~withdrawn	
OLFR@~withdrawn	
IGHV4-30-1	
RPL37AP9	
RNU6-1142P~withdrawn	
MCS	
CDC2L4~withdrawn	
OR2A6~withdrawn	
NIDDM1	
MYMY1	
FKHL15~withdrawn	
SNORD133	
ANKRD20A12P	
ERVT1~withdrawn	
HMGN2P33	
THC2~withdrawn	
COQ10BP1	
SSXP6	
CTLA3~withdrawn	
TRA-AGC9-2	
TRD-GTC5-1	
RPL15P11	
DHOF~withdrawn	
TSPAN6	ENSG00000000003
TNMD	ENSG00000000005
DPM1	ENSG00000000419
SCYL3	ENSG00000000457
C1orf112	ENSG00000000460
FGR	ENSG00000000938
CFH	ENSG00000000971
FUCA2	ENSG00000001036
GCLC	ENSG00000001084
NFYA	ENSG00000001167
STPG1	ENSG00000001460
NIPAL3	ENSG00000001461
LAS1L	ENSG00000001497
ENPP4	ENSG00000001561
SEMA3F	ENSG00000001617
CFTR	ENSG00000001626
ANKIB1	ENSG00000001629
CYP51A1	ENSG00000001630
KRIT1	ENSG00000001631
RAD52	ENSG00000002016
MYH16	ENSG00000002079
BAD	ENSG00000002330
LAP3	ENSG00000002549
CD99	ENSG00000002586
HS3ST1	ENSG00000002587
AOC1	ENSG00000002726
WNT16	ENSG00000002745
HECW1	ENSG00000002746
MAD1L1	ENSG00000002822
LASP1	ENSG00000002834
SNX11	ENSG00000002919
TMEM176A	ENSG00000002933
M6PR	ENSG00000003056
KLHL13	ENSG00000003096
CYP26B1	ENSG00000003137
ICA1	ENSG00000003147
DBNDD1	ENSG00000003249
ALS2	ENSG00000003393
CASP10	ENSG00000003400
CFLAR	ENSG00000003402
TFPI	ENSG00000003436
NDUFAF7	ENSG00000003509
RBM5	ENSG00000003756
MTMR7	ENSG00000003987
SLC7A2	ENSG00000003989
ARF5	ENSG00000004059
SARM1	ENSG00000004139
POLDIP2	ENSG00000004142
PLXND1	ENSG00000004399
AK2	ENSG00000004455
CD38	ENSG00000004468
FKBP4	ENSG00000004478
KDM1A	ENSG00000004487
RBM6	ENSG00000004534
CAMKK1	ENSG00000004660
RECQL	ENSG00000004700
VPS50	ENSG00000004766
HSPB6	ENSG00000004776
ARHGAP33	ENSG00000004777
NDUFAB1	ENSG00000004779
PDK4	ENSG00000004799
SLC22A16	ENSG00000004809
ZMYND10	ENSG00000004838
ABCB5	ENSG00000004846
ARX	ENSG00000004848
SLC25A13	ENSG00000004864
ST7	ENSG00000004866
CDC27	ENSG00000004897
SLC4A1	ENSG00000004939
CALCR	ENSG00000004948
HCCS	ENSG00000004961
DVL2	ENSG00000004975
PRSS22	ENSG00000005001
UPF1	ENSG00000005007
SKAP2	ENSG00000005020
SLC25A5	ENSG00000005022
MCUB	ENSG00000005059
HOXA11	ENSG00000005073
POLR2J	ENSG00000005075
DHX33	ENSG00000005100
MEOX1	ENSG00000005102
THSD7A	ENSG00000005108
LIG3	ENSG00000005156
RPAP3	ENSG00000005175
ACSM3	ENSG00000005187
REXO5	ENSG00000005189
CIAPIN1	ENSG00000005194
SPPL2B	ENSG00000005206
FAM214B	ENSG00000005238
COPZ2	ENSG00000005243
PRKAR2B	ENSG00000005249
MSL3	ENSG00000005302
CREBBP	ENSG00000005339
TSPOAP1	ENSG00000005379
MPO	ENSG00000005381
PON1	ENSG00000005421
GCFC2	ENSG00000005436
WDR54	ENSG00000005448
CROT	ENSG00000005469
ABCB4	ENSG00000005471
KMT2E	ENSG00000005483
RHBDD2	ENSG00000005486
SOX8	ENSG00000005513
IBTK	ENSG00000005700
ZNF195	ENSG00000005801
MYCBP2	ENSG00000005810
FBXL3	ENSG00000005812
ITGAL	ENSG00000005844
PDK2	ENSG00000005882
ITGA3	ENSG00000005884
ZFX	ENSG00000005889
LAMP2	ENSG00000005893
ITGA2B	ENSG00000005961
ASB4	ENSG00000005981
GDE1	ENSG00000006007
REX1BD	ENSG00000006015
CRLF1	ENSG00000006016
OSBPL7	ENSG00000006025
TMEM98	ENSG00000006042
YBX2	ENSG00000006047
KRT33A	ENSG00000006059
MAP3K14	ENSG00000006062
ABCC8	ENSG00000006071
CACNG3	ENSG00000006116
TMEM132A	ENSG00000006118
AP2B1	ENSG00000006125
TAC1	ENSG00000006128
ZNF263	ENSG00000006194
CX3CL1	ENSG00000006210
SPATA20	ENSG00000006282
CACNA1G	ENSG00000006283
TNFRSF12A	ENSG00000006327
DLX6	ENSG00000006377
MAP3K9	ENSG00000006432
RALA	ENSG00000006451
BAIAP2L1	ENSG00000006453
KDM7A	ENSG00000006459
ETV1	ENSG00000006468
AGK	ENSG00000006530
ALDH3B1	ENSG00000006534
TTC22	ENSG00000006555
PHTF2	ENSG00000006576
CCL26	ENSG00000006606
FARP2	ENSG00000006607
USH1C	ENSG00000006611
GGCT	ENSG00000006625
DBF4	ENSG00000006634
TBXA2R	ENSG00000006638
IFRD1	ENSG00000006652
LGALS14	ENSG00000006659
COX10	ENSG00000006695
GTF2IRD1	ENSG00000006704
PAF1	ENSG00000006712
VPS41	ENSG00000006715
ARHGAP44	ENSG00000006740
ELAC2	ENSG00000006744
SCIN	ENSG00000006747
ARSD	ENSG00000006756
PNPLA4	ENSG00000006757
MYH13	ENSG00000006788
ADIPOR2	ENSG00000006831
CDKL3	ENSG00000006837
UPP2	ENSG00000007001
PRSS21	ENSG00000007038
MARK4	ENSG00000007047
PROM1	ENSG00000007062
CCDC124	ENSG00000007080
CEACAM21	ENSG00000007129
PAFAH1B1	ENSG00000007168
NOS2	ENSG00000007171
DNAH9	ENSG00000007174
KIAA0100	ENSG00000007202
SLC13A2	ENSG00000007216
GAS7	ENSG00000007237
TRAPPC6A	ENSG00000007255
MATK	ENSG00000007264
CEACAM7	ENSG00000007306
CD79B	ENSG00000007312
SCN4A	ENSG00000007314
ST7L	ENSG00000007341
TKTL1	ENSG00000007350
PAX6	ENSG00000007372
RPUSD1	ENSG00000007376
RHBDF1	ENSG00000007384
LUC7L	ENSG00000007392
CACNA2D2	ENSG00000007402
BAIAP3	ENSG00000007516
TSR3	ENSG00000007520
PIGQ	ENSG00000007541
CRAMP1	ENSG00000007545
TEAD3	ENSG00000007866
SELE	ENSG00000007908
DNAJC11	ENSG00000007923
FMO3	ENSG00000007933
MYLIP	ENSG00000007944
NOX1	ENSG00000007952
E2F2	ENSG00000007968
PSMB1	ENSG00000008018
SYN1	ENSG00000008056
JARID2	ENSG00000008083
CDKL5	ENSG00000008086
CAMK1G	ENSG00000008118
CDK11A	ENSG00000008128
NADK	ENSG00000008130
TFAP2B	ENSG00000008196
TFAP2D	ENSG00000008197
DLEC1	ENSG00000008226
CYTH3	ENSG00000008256
ADAM22	ENSG00000008277
SYPL1	ENSG00000008282
CYB561	ENSG00000008283
SPAG9	ENSG00000008294
CELSR3	ENSG00000008300
AASS	ENSG00000008311
PLEKHG6	ENSG00000008323
SS18L2	ENSG00000008324
MPND	ENSG00000008382
MGST1	ENSG00000008394
CRY1	ENSG00000008405
PGLYRP1	ENSG00000008438
NFIX	ENSG00000008441
ST3GAL1	ENSG00000008513
MMP25	ENSG00000008516
IL32	ENSG00000008517
PKD1	ENSG00000008710
MAPK8IP2	ENSG00000008735
MED24	ENSG00000008838
RHOBTB2	ENSG00000008853
HEATR5B	ENSG00000008869
SEC62	ENSG00000008952
RPS20	ENSG00000008988
CSDE1	ENSG00000009307
UBE3C	ENSG00000009335
REV3L	ENSG00000009413
TENM1	ENSG00000009694
PAX7	ENSG00000009709
MASP2	ENSG00000009724
IYD	ENSG00000009765
FAM76A	ENSG00000009780
TRAF3IP3	ENSG00000009790
POMT2	ENSG00000009830
VTA1	ENSG00000009844
MLXIPL	ENSG00000009950
BAZ1B	ENSG00000009954
RANBP9	ENSG00000010017
ETV7	ENSG00000010030
SPRTN	ENSG00000010072
EEF1AKNMT	ENSG00000010165
DYRK4	ENSG00000010219
ZNF207	ENSG00000010244
UQCRC1	ENSG00000010256
STARD3NL	ENSG00000010270
CD9	ENSG00000010278
HHATL	ENSG00000010282
NCAPD2	ENSG00000010292
IFFO1	ENSG00000010295
GIPR	ENSG00000010310
PHF7	ENSG00000010318
SEMA3G	ENSG00000010319
NISCH	ENSG00000010322
STAB1	ENSG00000010327
FUZ	ENSG00000010361
SLC6A13	ENSG00000010379
IDS	ENSG00000010404
PRSS3	ENSG00000010438
ZNF200	ENSG00000010539
CD4	ENSG00000010610
LRRC23	ENSG00000010626
BTK	ENSG00000010671
HFE	ENSG00000010704
SCMH1	ENSG00000010803
FYN	ENSG00000010810
HIVEP2	ENSG00000010818
FMO1	ENSG00000010932
ELOA	ENSG00000011007
LYPLA2	ENSG00000011009
CLCN6	ENSG00000011021
MRC2	ENSG00000011028
NME1-NME2	ENSG00000011052
SLC6A7	ENSG00000011083
TSPAN9	ENSG00000011105
BTBD7	ENSG00000011114
APBA3	ENSG00000011132
MKS1	ENSG00000011143
ABHD5	ENSG00000011198
ANOS1	ENSG00000011201
AKAP8L	ENSG00000011243
MBTD1	ENSG00000011258
UTP18	ENSG00000011260
RNF216	ENSG00000011275
TTC19	ENSG00000011295
PTBP1	ENSG00000011304
DPF1	ENSG00000011332
SYT7	ENSG00000011347
LARS2	ENSG00000011376
PIK3C2A	ENSG00000011405
PLAUR	ENSG00000011422
ANLN	ENSG00000011426
WIZ	ENSG00000011451
RABGAP1	ENSG00000011454
DCN	ENSG00000011465
QPCTL	ENSG00000011478
PPP5C	ENSG00000011485
CEP68	ENSG00000011523
MAP4K3	ENSG00000011566
ZBTB32	ENSG00000011590
TYROBP	ENSG00000011600
TMEM159	ENSG00000011638
GABRA3	ENSG00000011677
BRCA1	ENSG00000012048
ERCC1	ENSG00000012061
CD22	ENSG00000012124
SEMA3B	ENSG00000012171
MBTPS2	ENSG00000012174
PRICKLE3	ENSG00000012211
LTF	ENSG00000012223
EXTL3	ENSG00000012232
NR1H4	ENSG00000012504
ELOVL5	ENSG00000012660
ALOX5	ENSG00000012779
KDM5D	ENSG00000012817
CALCOCO1	ENSG00000012822
UBR7	ENSG00000012963
MAP4K5	ENSG00000012983
EHD3	ENSG00000013016
PSMC4	ENSG00000013275
MAN2B2	ENSG00000013288
SLC7A14	ENSG00000013293
CLDN11	ENSG00000013297
SLC25A39	ENSG00000013306
MVP	ENSG00000013364
NUB1	ENSG00000013374
PGM3	ENSG00000013375
RWDD2A	ENSG00000013392
CLK1	ENSG00000013441
POLR3B	ENSG00000013503
ANGEL1	ENSG00000013523
RNF14	ENSG00000013561
DNASE1L1	ENSG00000013563
DDX11	ENSG00000013573
HEBP1	ENSG00000013583
GPRC5A	ENSG00000013588
MAMLD1	ENSG00000013619
CD6	ENSG00000013725
TACC3	ENSG00000013810
UFL1	ENSG00000014123
POLA2	ENSG00000014138
ZC3H3	ENSG00000014164
CAPN1	ENSG00000014216
ACPP	ENSG00000014257
MDH1	ENSG00000014641
SLC30A9	ENSG00000014824
MTMR11	ENSG00000014914
COX15	ENSG00000014919
CCDC88C	ENSG00000015133
YAF2	ENSG00000015153
ZMYND11	ENSG00000015171
WAS	ENSG00000015285
DPEP1	ENSG00000015413
BID	ENSG00000015475
MATR3	ENSG00000015479
NPC1L1	ENSG00000015520
XYLT2	ENSG00000015532
RGPD5	ENSG00000015568
STMN4	ENSG00000015592
NUDCD3	ENSG00000015676
ISL1	ENSG00000016082
CHDH	ENSG00000016391
IL20RA	ENSG00000016402
CLCA1	ENSG00000016490
CLCA4	ENSG00000016602
GLT8D1	ENSG00000016864
ATP2C1	ENSG00000017260
IGF1	ENSG00000017427
SLC38A5	ENSG00000017483
RALBP1	ENSG00000017797
RUFY3	ENSG00000018189
CNTN1	ENSG00000018236
SLC11A1	ENSG00000018280
WWTR1	ENSG00000018408
AGPS	ENSG00000018510
ZNF806	ENSG00000018607
CXorf56	ENSG00000018610
ATP1A2	ENSG00000018625
TTC27	ENSG00000018699
ZNF582	ENSG00000018869
VSIG2	ENSG00000019102
PHLDB1	ENSG00000019144
MARCO	ENSG00000019169
